Date,Wsp_44m,Wsp_44m_std,ActPow,ActPow_std
2018-01-11 10:20:00,3.82621999999999,0.650617,24.1262,24.9391
2018-01-11 10:30:00,3.82621999999999,0.650617,24.1262,24.9391
2018-01-11 10:40:00,3.82621999999999,0.650617,24.1262,24.9391
2018-01-11 10:50:00,3.82621999999999,0.650617,24.1262,24.9391
2018-01-11 11:00:00,3.82621999999999,0.650617,24.1262,24.9391
2018-01-11 11:10:00,3.82621999999999,0.650617,24.1262,24.9391
2018-01-11 11:20:00,3.82621999999999,0.650617,24.1262,24.9391
2018-01-11 11:30:00,4.58728,0.86057,56.9791,23.4314
2018-01-11 11:40:00,4.56711,0.711826,36.8656,17.7665
2018-01-11 11:50:00,4.85229,0.801984,51.0223,30.8509
2018-01-11 12:00:00,4.35956,0.709591,55.0534,29.8281
2018-01-11 12:10:00,4.53644,0.781431,52.646,30.781
2018-01-11 12:20:00,5.06107,0.911412,77.148,25.7005
2018-01-11 12:30:00,5.33522,0.820863999999999,65.2515,25.3768
2018-01-11 12:40:00,4.9706,0.861673999999999,58.5916,31.4525
2018-01-11 12:50:00,5.07864,0.897898,63.6642,28.2641
2018-01-11 13:00:00,5.22361999999999,0.737184,67.2128,37.906
2018-01-11 13:10:00,5.45294,0.925558,81.731,41.8185
2018-01-11 13:20:00,5.47054,1.17457,91.0596,45.4925
2018-01-11 13:30:00,6.49304,1.12998,161.194,74.627
2018-01-11 13:40:00,6.14139,0.95855,158.77,64.0027
2018-01-11 13:50:00,5.96852,0.900884,157.214,43.3609
2018-01-11 14:00:00,6.44426,1.11168,170.855,52.7561
2018-01-11 14:10:00,6.1366,1.04302,154.708,58.5371
2018-01-11 14:20:00,5.90651,1.06508999999999,129.583,54.9196
2018-01-11 14:30:00,6.254,1.0622,112.708,38.9297
2018-01-11 14:40:00,5.53563,1.0324,116.838,52.093
2018-01-11 14:50:00,5.46721,0.868591,105.883,36.7566
2018-01-11 15:00:00,5.46721,0.868591,105.883,36.7566
2018-01-11 15:10:00,5.8874,0.828511,87.8812,48.3694
2018-01-11 15:20:00,6.50601999999999,1.27381,151.322,70.3159
2018-01-11 15:30:00,5.90642,1.40888,139.526,80.8167
2018-01-11 15:40:00,5.81858,1.04115,121.801,37.8779
2018-01-11 15:50:00,5.99243,0.907704,154.357,45.2167
2018-01-11 16:00:00,6.15884,0.8602,109.292,38.7805
2018-01-11 16:10:00,5.49685,1.09994,119.978,49.8315
2018-01-11 16:20:00,5.98899,1.24661,135.986,48.4344
2018-01-11 16:30:00,5.93496,0.991248999999999,117.136,49.824
2018-01-11 16:40:00,5.93074,1.30659,114.601,50.4781
2018-01-11 16:50:00,6.13516,1.19735,122.264,45.1991
2018-01-11 17:00:00,5.4773,1.26422,126.757,46.7153
2018-01-11 17:10:00,5.66173,1.42295,110.065,44.8882
2018-01-11 17:20:00,5.22565999999999,1.03494,82.6117,40.3847
2018-01-11 17:30:00,4.6571,0.887312999999999,59.9218,30.2106
2018-01-11 17:40:00,4.76117,1.0587,67.2579,35.2435
2018-01-11 17:50:00,4.98246,1.32951,94.0694,39.1263
2018-01-11 18:00:00,4.84897,1.27252,101.119,34.7367
2018-01-11 18:10:00,5.80246,1.20012,101.027999999999,32.9054
2018-01-11 18:20:00,5.80246,1.20012,101.027999999999,32.9054
2018-01-11 18:30:00,5.21154,0.990196999999999,75.5823,31.069
2018-01-11 18:40:00,5.178,0.919445,81.5353,37.5594
2018-01-11 18:50:00,4.93068,1.17727999999999,67.7803,37.9419
2018-01-11 19:00:00,5.35986,1.07616,77.5587,34.1749
2018-01-11 19:10:00,5.33253,1.02197,87.0031,39.6267
2018-01-11 19:20:00,5.34415,1.58949,169.072,64.4711
2018-01-11 19:30:00,4.8127,1.63895999999999,166.494,71.016
2018-01-11 19:40:00,3.01531,0.780316,64.3885,39.031
2018-01-11 19:50:00,3.70042,1.06532,167.886,74.7154
2018-01-11 20:00:00,3.92269,0.996583,193.32,87.0528
2018-01-11 20:10:00,4.10401,1.08276,188.335999999999,59.7184
2018-01-11 20:20:00,3.77676999999999,1.13935,152.934,71.2978
2018-01-11 20:30:00,5.02369,1.86697,263.095,121.157999999999
2018-01-11 20:40:00,4.32532,1.18955,185.646,13.6789
2018-01-11 20:50:00,4.43294,1.25538,178.870999999999,82.141
2018-01-11 21:00:00,4.4146,1.43416,193.597999999999,70.5894
2018-01-11 21:10:00,5.52728,1.54244,312.347,88.7653
2018-01-11 21:20:00,4.9473,1.70062,207.102999999999,78.7734
2018-01-11 21:30:00,4.713,1.28036,279.485,94.1628
2018-01-11 21:40:00,4.38378,1.57165,221.717,70.8904
2018-01-11 21:50:00,4.2576,1.25393,218.059,84.2222
2018-01-11 22:00:00,3.93193,1.08202,201.629,73.9773
2018-01-11 22:10:00,4.16869,1.25151,207.810999999999,67.4731
2018-01-11 22:20:00,4.20404,1.02896,213.665,95.7987
2018-01-11 22:30:00,4.59069,1.35401,269.135,83.5298
2018-01-11 22:40:00,4.81401,1.45321,237.535,80.6804
2018-01-11 22:50:00,4.3465,1.27005,224.428,86.7394
2018-01-11 23:00:00,5.41005,1.52466,349.961,147.79
2018-01-11 23:10:00,4.816,1.48985,244.322,115.265
2018-01-11 23:20:00,4.36404,1.19633,146.108,49.4847
2018-01-11 23:30:00,4.06968,1.21149,146.401,60.1936
2018-01-11 23:40:00,3.50404,0.751315,156.02,53.3655
2018-01-11 23:50:00,4.48824,1.37568999999999,215.06,86.4277
2018-01-12 00:00:00,4.24184,1.33762,144.1,0.0
2018-01-12 00:10:00,3.87480999999999,0.889232,254.91,97.3453
2018-01-12 00:20:00,3.71899,0.940094,157.571,69.1714
2018-01-12 00:30:00,3.5901,0.828512999999999,139.901,49.2747
2018-01-12 00:40:00,3.4603,0.971059,131.791,41.0771
2018-01-12 00:50:00,3.26938,0.795134,102.076,52.0183
2018-01-12 01:00:00,2.93037,0.704376,87.2247,46.1142
2018-01-12 01:10:00,3.57251,0.898108,158.06,106.231
2018-01-12 01:20:00,3.58831999999999,0.848097999999999,171.551,51.8994
2018-01-12 01:30:00,3.33146999999999,0.950944,87.9498,46.3401
2018-01-12 01:40:00,3.51323,1.02881,70.932,28.6117
2018-01-12 01:50:00,4.03544,1.16699,145.168999999999,67.116
2018-01-12 02:00:00,4.33632,1.10406,299.65,88.1942
2018-01-12 02:10:00,3.46622,0.854018,173.745,75.4366
2018-01-12 02:20:00,3.59565,0.834337,133.018,54.8951
2018-01-12 02:30:00,3.13233,0.682625,103.792999999999,37.9603
2018-01-12 02:40:00,2.70975,0.542204,77.3454,37.6674
2018-01-12 02:50:00,3.64999,1.62437,131.19,69.2095
2018-01-12 03:00:00,5.43174,1.6203,302.155,95.7546
2018-01-12 03:10:00,3.57772,0.962711,141.1,67.0219999999999
2018-01-12 03:20:00,3.62541,1.10612,123.812,66.9647
2018-01-12 03:30:00,4.3572,1.27592,200.215,84.7118
2018-01-12 03:40:00,3.70096,0.947298,209.399,81.0101
2018-01-12 03:50:00,2.96231,0.840872,90.7637,38.0634
2018-01-12 04:00:00,3.04309,0.677764,117.514,42.8305
2018-01-12 04:10:00,3.2389,0.656818999999999,146.144,56.8169
2018-01-12 04:20:00,4.75431,1.3777,287.478,138.181
2018-01-12 04:30:00,4.13141999999999,1.17226,253.655,110.973999999999
2018-01-12 04:40:00,5.02955,1.14822,329.765,152.825
2018-01-12 04:50:00,3.63271,0.963153,92.9471,46.0488
2018-01-12 05:00:00,3.48466999999999,1.02342,108.187,42.9577
2018-01-12 05:10:00,3.55396,0.854248999999999,146.347,51.6505
2018-01-12 05:20:00,3.94393,1.17432,217.530999999999,100.257
2018-01-12 05:30:00,3.27327,0.789127999999999,151.125,58.9675
2018-01-12 05:40:00,3.83706999999999,1.3103,159.349,80.6939
2018-01-12 05:50:00,4.36335,1.40103,188.062,94.6332
2018-01-12 06:00:00,4.41834,1.46712999999999,191.697999999999,126.056
2018-01-12 06:10:00,4.44157,1.41753,205.565999999999,114.282999999999
2018-01-12 06:20:00,4.86289,1.29329,274.378,103.657
2018-01-12 06:30:00,4.03914,1.01163,211.515,103.86
2018-01-12 06:40:00,4.88705,1.49004,326.317,98.5592
2018-01-12 06:50:00,3.34436,0.67486,107.632,67.1869
2018-01-12 07:00:00,2.96692,0.849631999999999,81.5736,29.1179
2018-01-12 07:10:00,3.59294,1.34456,156.465,89.1283
2018-01-12 07:20:00,4.19966999999999,1.11061,236.245999999999,110.163
2018-01-12 07:30:00,3.56544,0.910991,128.862,74.1126
2018-01-12 07:40:00,3.05158,0.798508,103.609,42.1641
2018-01-12 07:50:00,3.29441,0.946744,100.307,47.9955
2018-01-12 08:00:00,3.20312,0.946197,100.923999999999,49.247
2018-01-12 08:10:00,3.41061999999999,0.953735,118.672,50.6051
2018-01-12 08:20:00,3.92116999999999,1.15298,143.045,54.4703
2018-01-12 08:30:00,4.72459,1.29405,182.277,71.2263
2018-01-12 08:40:00,3.96919,1.19955,169.123,58.9328
2018-01-12 08:50:00,3.78744,1.03657999999999,179.535999999999,65.9284
2018-01-12 09:00:00,3.45402,0.833697999999999,142.727999999999,41.1051
2018-01-12 09:10:00,3.1487,0.70568,101.451,39.5985
2018-01-12 09:20:00,3.24994,0.803375,104.477,34.8798
2018-01-12 09:30:00,3.34810999999999,1.01294,120.852,64.0993
2018-01-12 09:40:00,3.18567,0.655171,122.45,41.6956
2018-01-12 09:50:00,2.9621,0.662698999999999,102.322,37.7904
2018-01-12 10:00:00,3.12623,0.824416,69.9168,45.1861
2018-01-12 10:10:00,3.62703,0.879663,134.12,45.2095
2018-01-12 10:20:00,3.21791,0.725009,115.377999999999,31.2989
2018-01-12 10:30:00,4.87965,1.31687,211.426,74.8824
2018-01-12 10:40:00,3.6589,0.946194,179.081,74.5481
2018-01-12 10:50:00,3.42516999999999,0.795233,104.041,51.6326
2018-01-12 11:00:00,4.14079,1.11273,207.595,108.237
2018-01-12 11:10:00,3.87293,0.98214,140.757999999999,60.3398
2018-01-12 11:20:00,3.52318,0.872442,180.490999999999,80.4017
2018-01-12 11:30:00,4.07865,1.01486,205.253,78.0018
2018-01-12 11:40:00,4.4098,1.42407,136.746,75.8931
2018-01-12 11:50:00,4.11548,1.1762,219.477,66.1185
2018-01-12 12:00:00,4.51638,1.40211,189.481,76.4698
2018-01-12 12:10:00,4.10806,1.2555,187.492,89.6196
2018-01-12 12:20:00,4.01853,1.26084,142.754,61.8883
2018-01-12 12:30:00,4.17859,1.19831,255.635,95.6861
2018-01-12 12:40:00,4.75909,1.42698,256.509,99.6687
2018-01-12 12:50:00,3.53035,0.744406,144.405,60.6489999999999
2018-01-12 13:00:00,3.85813,1.03157,181.627,80.336
2018-01-12 13:10:00,3.87621999999999,0.92924,177.455,60.721
2018-01-12 13:20:00,3.44091999999999,0.828612999999999,153.466,78.8821
2018-01-12 13:30:00,3.36761999999999,0.959946999999999,128.34,62.3106
2018-01-12 13:40:00,3.80119,1.09812999999999,135.989,52.2512
2018-01-12 13:50:00,3.74765,0.879222,171.886,62.6328
2018-01-12 14:00:00,3.42521999999999,0.723916,167.378,77.5615
2018-01-12 14:10:00,3.79696999999999,1.25414,150.398,47.1174
2018-01-12 14:20:00,2.92631,0.75167,66.9549,36.9655
2018-01-12 14:30:00,3.83694,1.06895,133.829,54.5434
2018-01-12 14:40:00,3.40378,0.786354,217.2,0.0
2018-01-12 14:50:00,3.48271999999999,0.898769,10.0667,1.64992
2018-01-12 15:00:00,3.48271999999999,0.898769,10.0667,1.64992
2018-01-12 15:10:00,4.40319,1.13234,234.145,86.3744
2018-01-12 15:20:00,4.06394,0.943816,248.217,66.2991
2018-01-12 15:30:00,3.77326,1.02136,129.48,48.4884
2018-01-12 15:40:00,3.66325,1.04236,151.293999999999,50.161
2018-01-12 15:50:00,5.81009,1.48751,502.424,170.905
2018-01-12 16:00:00,5.90747,1.33257999999999,577.851,134.317999999999
2018-01-12 16:10:00,5.55947,1.6244,405.106,142.035
2018-01-12 16:20:00,5.43852,1.67542,274.77,107.531
2018-01-12 16:30:00,4.27009,1.11737999999999,242.076,88.4089
2018-01-12 16:40:00,4.52468,1.21512999999999,235.143,102.259
2018-01-12 16:50:00,4.04306999999999,1.09095,212.947999999999,116.42
2018-01-12 17:00:00,4.82958,1.17596,394.957,127.402
2018-01-12 17:10:00,4.47792,1.11501,364.926999999999,164.233
2018-01-12 17:20:00,4.16601,1.3247,224.307,65.4427
2018-01-12 17:30:00,3.88228,0.966528,165.952,71.9164
2018-01-12 17:40:00,3.93625,1.23455,173.287999999999,61.9689999999999
2018-01-12 17:50:00,4.24815,1.15475,221.792,90.2072
2018-01-12 18:00:00,4.24815,1.15475,221.792,90.2072
2018-01-12 18:10:00,5.26015,1.46066,318.770999999999,87.5279
2018-01-12 18:20:00,4.37569,1.11326,253.442999999999,125.637999999999
2018-01-12 18:30:00,3.92301999999999,0.908770999999999,136.632999999999,59.8227
2018-01-12 18:40:00,3.64924,0.989427,130.043,52.4785
2018-01-12 18:50:00,5.07921999999999,1.67357,238.043,129.492
