Date,Wsp_44m,Wdir_41m,ActPow,RePow,ActPow_std,Wsp_44m_std,Wdir_41m_std,stability
2.01803E+11,10.2229,90.6513,688.338,0.000863333,168.142,2.54833,15.3139,0
2.01803E+11,10.6197,87.8005,720.989,0.00384667,126.477,2.21335,12.5037,0
2.01803E+11,10.0132,86.7128,540.317,-0.00074,205.597,1.91456,11.4652,0
2.01803E+11,10.2164,85.6873,531.786,-0.00118667,184.082,2.19091,11.2738,0
2.01803E+11,11.0523,85.3377,598.419,0.00504333,194.945,2.11524,9.78422,0
2.01803E+11,9.62595,85.6506,528.862,0.00626667,195.474,2.27492,12.4093,0
2.01803E+11,9.97362,85.4404,526.882,-0.00475,177.942,2.44714,13.3323,0
2.01803E+11,10.7375,83.9392,562.453,-0.0001,142.722,1.99099,9.63369,0
2.01803E+11,10.9665,82.6755,587.397,0.00276333,141.037,1.91707,10.5885,0
2.01803E+11,9.40901,82.6529,432.278,-0.00337667,141.352,2.2739,10.6006,0
2.01803E+11,10.1196,82.7986,612.598,0.00526667,190.913,2.16712,9.9762,0
2.01803E+11,10.6994,85.052,598.21,-0.00194,147.498,1.81054,11.0797,0
2.01803E+11,9.95458,83.6895,527.541,0.00468667,160.254,1.74082,10.0386,0
2.01803E+11,9.61537,84.2645,498.404,-0.00417333,163.465,1.95018,11.939,0
2.01803E+11,10.0218,85.1647,452.311,-0.00112,147.564,1.79393,10.379,0
2.01803E+11,9.646,84.389,457.963,-0.000733333,173.33,1.60524,11.0387,0
2.01803E+11,10.0762,84.5489,517.301,-0.00174333,172.823,1.79674,11.3918,0
2.01803E+11,9.15415,86.3221,421.147,0.00043,162.066,1.98589,11.9197,0
2.01803E+11,9.70097,85.4876,436.105,0.00221333,164.454,1.59152,11.4762,0
2.01803E+11,8.92009,88.6182,414.46,0.000223333,181.801,1.9622,12.7829,0
2.01803E+11,7.97898,89.8039,429.527,-0.00119667,177.473,2.1294,15.7908,0
2.01803E+11,8.66096,89.5976,474.681,0.00215,221.471,2.25527,14.7483,0
2.01803E+11,10.1897,91.7308,601.91,-0.00145,203.807,2.72958,16.1545,0
2.01803E+11,9.04495,93.7177,562.39,-0.00496333,212.581,2.9597,16.8328,0
2.01803E+11,10.0789,93.6226,716.262,-0.00192,158.494,2.54878,16.3182,0
2.01803E+11,9.22486,91.7736,601.109,0.000856667,176.503,2.31836,15.3488,0
2.01803E+11,9.15313,91.9308,551.073,0.00215,217.807,2.45759,16.0198,0
2.01803E+11,8.50609,92.6431,536.582,-0.00029,214.657,2.22601,16.2828,0
2.01803E+11,9.73599,91.628,551.597,-0.000616667,219.924,2.80309,13.7315,0
2.01803E+11,9.93249,87.3309,551.579,-0.000253333,171.76,2.4268,12.3827,0
2.01803E+11,10.3551,85.1447,485.529,0.00148333,182.423,2.04037,11.7661,0
2.01803E+11,9.17234,90.1189,524.383,0.000946667,192.315,2.35371,14.6132,0
2.01803E+11,10.7825,85.5196,630.321,0.00337667,164.792,2.05462,11.7277,0
2.01803E+11,11.3083,81.7812,623.625,-0.00386,179.09,2.35291,10.1969,0
2.01803E+11,9.94311,81.3457,600.591,-0.00398333,184.839,2.04301,10.0477,0
2.01803E+11,10.5582,80.815,653.341,-0.00484,165.344,2.33537,10.4418,0
2.01803E+11,11.0709,81.1838,662.002,0.00204,154.051,2.21226,9.91134,0
2.01803E+11,10.4201,81.474,542.68,-0.00276667,225.85,2.34062,11.7724,0
2.01803E+11,11.9567,80.0807,744.054,0.00336333,133.243,2.1006,11.5994,0
2.01803E+11,11.496,77.2243,656.58,0.00677333,180.465,1.87663,9.29348,0
2.01803E+11,10.5109,77.5722,676.035,0.00140333,164.429,2.27095,10.6371,0
2.01803E+11,10.9497,79.235,659.713,-0.00757667,172.656,1.99929,9.00915,0
2.01803E+11,10.0634,79.8549,500.528,0.00282333,196.63,2.26336,10.352,0
2.01803E+11,11.6297,76.4091,630.865,0.00356,225.103,2.83853,9.21504,0
2.01803E+11,11.71,77.0932,751.205,0.000363333,131.054,2.34873,9.30292,0
2.01803E+11,10.3612,73.7024,564.651,0.00302333,224.208,2.21665,10.3095,0
2.01803E+11,11.7423,75.9612,711.743,-0.00335667,175.63,2.33511,8.99099,0
2.01803E+11,9.63934,76.9994,562.321,0.00236667,196.253,2.52317,9.20972,0
2.01803E+11,10.1817,75.5252,478.565,-0.000613333,203.115,2.08371,10.6682,0
2.01803E+11,11.6287,77.2836,646.862,0.00289333,212.105,2.14091,9.90531,0
2.01803E+11,11.4082,75.4807,673.925,-0.00165,161.187,2.01161,7.61269,0
2.01803E+11,9.45024,68.0972,532.51,-0.000666667,157.149,1.81671,10.1934,0
2.01803E+11,10.5023,73.4106,518.314,-0.00144,200.985,2.29658,10.7243,0
2.01803E+11,10.9033,72.1335,695.611,-0.00153667,164.582,2.37659,10.588,0
2.01803E+11,9.6916,74.1461,568.352,0.000636667,201.224,2.17618,12.1262,0
2.01803E+11,10.2686,71.4788,505.457,-0.000826667,191.038,1.83952,8.65463,0
2.01803E+11,10.5282,68.6282,622.048,0.00378667,179.687,2.09037,9.91702,0
2.01803E+11,9.13163,67.2343,431.198,-0.00108333,163.333,1.87708,9.2524,0
2.01803E+11,8.87871,69.5386,452.499,0.000513333,163.755,1.89184,10.0756,0
2.01803E+11,8.83475,69.2161,535.568,0.00120333,140.893,1.55722,10.2752,0
2.01803E+11,8.05755,69.8273,365.701,-0.00096,135.219,1.2793,9.5811,0
2.01803E+11,7.45689,65.7657,293.101,0.00221,118.664,1.67047,8.89995,0
2.01803E+11,7.52943,64.0988,313.544,0.00033,111.745,1.40439,9.74386,0
2.01803E+11,7.14208,61.7357,271.963,0.00376667,117.019,1.28677,9.20922,0
2.01803E+11,7.57826,59.9898,204.566,-0.00039,75.8067,1.40145,7.49624,0
2.01803E+11,6.84292,63.0683,186.694,-8.33E-05,93.7151,1.26554,9.17045,0
2.01803E+11,7.46644,59.1989,177.95,0.01558,80.4023,1.46271,8.36786,0
2.01803E+11,7.77758,64.3977,240.94,0.0470533,115.561,1.27873,9.27075,0
2.01803E+11,6.74726,57.5404,161.534,0.0572767,73.1655,1.52805,9.35305,0
2.01803E+11,8.94162,63.9412,365.563,0.0447,169.155,1.55606,9.47526,0
2.01803E+11,9.18734,61.8401,363.999,-0.00312333,112.351,1.46336,8.03799,0
2.01803E+11,9.17627,62.0033,507.582,0.00029,169.435,1.84485,8.20291,0
2.01803E+11,8.37378,61.2719,355.517,-0.00056,104.326,1.40606,8.37744,0
2.01803E+11,8.07422,58.891,276.81,0.00208333,108.42,1.17787,7.75994,1
2.01803E+11,8.30249,57.644,278.442,0.000403334,127.523,1.46998,8.82338,0
2.01803E+11,8.26147,57.2899,289.417,0.000573333,82.5857,1.28239,8.30343,0
2.01803E+11,7.10457,55.2405,254.287,0.00304,86.0931,1.19612,7.58671,0
2.01803E+11,6.78105,54.3158,228.777,0.00136667,66.9512,1.07352,8.51125,0
2.01803E+11,6.071,57.154,98.6516,0.0656133,45.8152,1.05525,8.16321,0
2.01803E+11,5.68836,59.4251,109.563,-0.00391,57.7173,0.97198,8.85868,0
2.01803E+11,5.8747,54.0172,156.799,0.000403334,45.684,0.972924,8.94291,0
2.01803E+11,5.21493,48.4172,108.453,-0.00119,37.6442,0.923539,9.11748,0
2.01803E+11,4.97848,47.7887,105.296,-7.33E-05,79.5305,1.01674,12.2661,0
2.01803E+11,7.15125,56.7632,216.157,0.000836667,89.3039,1.57353,11.5324,0
2.01803E+11,7.56352,59.9696,291.692,0.00252,95.785,1.47887,8.67259,0
2.01803E+11,8.17237,59.7678,313.938,0.0575133,163.324,1.67417,8.14582,0
2.01803E+11,8.41079,54.5388,285.408,-0.00143667,123.096,1.89832,9.3954,0
2.01803E+11,9.06503,59.8937,414.502,-0.00184,158.292,1.58774,8.17499,0
2.01803E+11,8.1249,57.6666,296.29,3.33E-06,170.809,1.68318,8.52771,0
2.01803E+11,8.14025,54.769,223.769,0.00275,101.811,1.77873,9.26858,0
2.01803E+11,7.70102,55.8848,244.943,0.000206667,105.424,1.86467,9.66029,0
2.01803E+11,6.76057,50.0025,175.408,-0.000636666,112.502,1.22585,10.6229,0
2.01803E+11,7.61593,51.9109,285.483,0.0526767,119.413,1.87965,10.4362,0
2.01803E+11,8.50323,54.1317,460.373,0.08369,114.385,1.75979,8.55687,0
2.01803E+11,7.36868,47.7268,192.134,6.33E-05,83.7391,1.24555,8.59583,0
2.01803E+11,8.27179,49.1553,281.269,0.00115,88.3968,1.55961,9.41157,0
2.01803E+11,7.28218,48.0893,239.113,0.00327333,94.2817,1.35513,8.91642,0
2.01803E+11,7.72529,44.2805,210.3,0.0263,104.321,1.43187,8.56162,0
2.01803E+11,7.89179,44.7087,235.609,-0.000483333,96.6699,1.43416,8.18161,0
2.01803E+11,6.27614,41.824,146.752,0.00193667,57.5449,1.02642,8.22811,0
2.01803E+11,6.95902,40.7403,220.386,0.000813333,73.0138,1.88241,10.3225,0
2.01803E+11,7.94685,45.9489,236.441,0.05146,120.918,1.51992,9.53286,0
2.01803E+11,7.32535,42.884,187.949,-0.00173333,56.2024,1.31259,8.67856,0
2.01803E+11,7.36022,40.3936,203.597,0.00199,74.2716,1.55203,10.5246,0
2.01803E+11,6.5268,30.8604,151.528,0.0538967,73.6296,1.21756,7.87161,0
2.01803E+11,6.25183,35.5924,223.125,0.00230667,65.9272,1.26575,8.73388,0
2.01803E+11,7.38283,37.0637,199.047,-0.000483333,100.461,1.27436,7.05659,0
2.01803E+11,6.82263,40.1098,172.518,0.0801433,86.8768,1.76501,9.88728,0
2.01803E+11,6.56862,39.3586,163.841,-0.00131667,55.7801,1.30464,8.67854,0
2.01803E+11,7.0982,41.6626,164.368,-0.000736667,52.7272,1.24907,7.64272,0
2.01803E+11,7.03995,42.447,237.224,-0.00224,102.458,1.40661,8.83642,0
2.01803E+11,6.84029,37.8849,169.441,0.000753334,67.0701,1.35271,7.89767,0
2.01803E+11,6.28488,36.6637,135.206,-0.0009,42.2557,1.2474,9.09831,0
2.01803E+11,7.1412,39.0058,198.62,-0.00017,93.4989,1.24843,7.57779,0
2.01803E+11,5.72289,38.0776,162.365,-0.00119333,77.4312,1.08703,9.23027,0
2.01803E+11,6.32959,36.1725,134.508,8.67E-05,63.7868,1.08501,8.58571,0
2.01803E+11,4.98445,33.8437,120.367,-0.00232,62.8101,1.11887,8.25759,0
2.01803E+11,4.80406,28.9202,88.2714,-0.000313333,51.3587,0.841978,8.99086,0
2.01803E+11,5.17313,29.843,111.657,0.00093,57.5987,0.942145,8.47148,0
2.01803E+11,5.71983,26.7806,95.2548,-0.00185333,50.8131,1.3283,8.22646,0
2.01803E+11,5.19629,26.0295,125.585,-0.00055,55.4891,1.08882,7.96142,0
2.01803E+11,5.69572,22.9542,96.3257,0.00018,40.5472,1.12643,8.96085,0
2.01803E+11,5.44504,26.0816,96.6068,-0.00179667,47.7868,1.00233,9.25728,0
2.01803E+11,4.77695,19.2293,84.2322,-0.00262333,41.7124,1.06499,9.50489,0
2.01803E+11,5.37467,28.4446,110.592,-0.00194,42.9576,0.928523,7.32938,0
2.01803E+11,4.92473,27.4423,99.6376,0.00086,39.5801,1.0458,7.37904,0
2.01803E+11,5.16531,29.0173,107.523,0.000563334,48.5962,0.891753,7.59508,0
2.01803E+11,4.66881,24.7224,86.3269,-0.00228667,33.1091,1.03975,7.92112,0
2.01803E+11,4.92153,27.2044,94.0536,-0.000933333,28.6214,0.870662,6.36106,0
2.01803E+11,4.33612,18.1658,61.1683,0.00034,24.7981,0.886569,8.40755,0
2.01803E+11,4.03932,14.2933,50.772,0.0001,28.3669,0.812769,8.9918,0
2.01803E+11,4.4602,13.5581,47.23,-0.00135,21.8187,0.62963,7.14979,1
2.01803E+11,4.00934,4.82134,27.8861,6.67E-06,19.8861,0.607289,8.98293,0
2.01803E+11,4.18953,4.80381,38.098,-0.000646667,23.9568,0.533458,7.06098,1
2.01803E+11,4.35074,7.3876,49.721,-0.00140333,24.3791,0.569165,6.47719,1
2.01803E+11,4.32864,9.73924,44.5933,-0.00015,20.9427,0.697772,7.45345,0
2.01803E+11,4.07166,10.0683,33.9269,-0.00180667,23.8146,0.680857,7.37696,0
2.01803E+11,4.0997,358.428,28.5328,-0.00192,15.7284,0.733018,7.31819,0
2.01803E+11,4.79286,1.20757,45.9402,-0.000503333,20.7144,0.695468,8.23703,1
2.01803E+11,4.80896,2.77624,59.9946,0.000146667,23.4993,0.628377,7.22287,1
2.01803E+11,4.81004,1.23208,46.2446,-0.00352,26.5359,0.626515,6.05016,1
2.01803E+11,4.9658,3.81245,51.212,-0.000776667,20.9998,0.570849,5.97159,1
2.01803E+11,4.77235,1.70262,44.6594,-0.0032,18.6831,0.58461,6.05974,1
2.01803E+11,4.26134,358.82,37.0748,0.000593333,20.1035,0.734207,7.32295,0
2.01803E+11,4.21103,1.95737,32.1003,-0.000726667,13.9354,0.738003,6.90804,0
2.01803E+11,4.3426,7.44754,48.9764,0.000963333,20.9782,0.677703,8.40231,0
2.01803E+11,4.20077,9.47098,60.8929,-0.00137333,23.3112,0.696873,8.11816,0
2.01803E+11,4.08186,3.98151,37.0927,-0.00271667,18.7656,0.709815,8.70279,0
2.01803E+11,3.92479,3.38818,44.5347,-0.00117333,18.6283,0.897442,7.41745,0
2.01803E+11,4.53514,1.26233,39.7406,-0.00208,22.1314,0.543612,6.19381,1
2.01803E+11,4.39082,5.3625,47.6369,-0.00216333,21.1107,0.677845,6.86865,0
2.01803E+11,4.21093,7.89101,55.7955,-0.00130667,20.3274,0.621611,7.25983,1
2.01803E+11,4.67784,5.24794,48.5423,9.00E-05,23.0065,0.605093,7.50369,1
2.01803E+11,4.09509,9.91763,34.7104,0.000686667,20.3435,0.678399,6.91122,0
2.01803E+11,3.50409,8.23199,16.7576,-0.00144,10.6924,0.441127,7.08478,1
2.01803E+11,3.31373,8.83355,7.25852,2.7611,9.85207,0.437086,6.18088,1
2.01803E+11,2.8545,11.1115,-0.878987,-0.66531,0.630807,0.518174,7.91232,0
2.01803E+11,2.59687,18.1481,-0.988793,-0.797277,0.856779,0.421608,7.30389,0
2.01803E+11,2.73889,17.8643,-1.06646,-0.922197,0.946309,0.439224,7.58685,0
2.01803E+11,2.88687,18.1912,-0.96161,-0.73331,0.756523,0.338485,4.89533,1
2.01803E+11,3.32517,14.7844,-0.90724,-0.68318,0.705958,0.400711,3.80905,1
2.01803E+11,3.39499,8.55428,-0.93804,-0.718227,0.766747,0.424433,4.5966,1
2.01803E+11,3.29848,9.67111,-0.883077,-0.666007,0.639674,0.45834,5.04523,1
2.01803E+11,3.15072,7.39353,-0.993563,-0.82097,0.949573,0.387679,5.78033,1
2.01803E+11,3.1236,10.7913,-0.974357,-0.78422,0.877311,0.399536,6.44071,1
2.01803E+11,3.05998,18.2638,-0.96957,-0.75741,0.761535,0.504228,5.18227,0
2.01803E+11,2.98091,19.5961,-0.844343,-0.590653,0.557148,0.336436,5.43325,1
2.01803E+11,2.98603,26.118,-0.988037,-0.749377,0.878572,0.554625,8.00278,0
2.01803E+11,3.2545,27.4549,-1.02825,-1.23324,0.861627,0.519948,7.38319,0
2.01803E+11,3.19262,40.6146,-1.04614,-0.87634,0.979605,0.479282,7.33612,0
2.01803E+11,2.47567,38.6658,-1.00869,-0.8323,0.864479,0.494913,9.33957,0
2.01803E+11,2.32369,37.526,-1.03184,-0.865937,0.960419,0.553385,9.83257,0
2.01803E+11,3.03047,42.723,-0.97646,-0.804873,0.832166,0.582429,8.8561,0
2.01803E+11,3.50426,41.8116,-1.07638,-1.06455,1.01728,0.743649,9.33714,0
2.01803E+11,3.21416,49.9525,-0.9245,-0.72401,0.759322,0.557874,9.81224,0
2.01803E+11,3.04923,48.0696,-1.05229,-0.949193,0.929146,0.702957,13.4822,0
2.01803E+11,3.65886,52.7713,-1.0493,-0.907533,1.04042,0.658717,9.86708,0
2.01803E+11,3.536,50.6983,-1.01073,-0.833493,0.994515,0.512512,8.86612,1
2.01803E+11,3.14962,52.1702,-0.908083,-0.718227,0.712529,0.565427,10.6657,0
2.01803E+11,2.73531,62.3605,-1.25052,-1.25397,1.17559,0.566629,11.9272,0
2.01803E+11,2.98457,55.0927,-1.11545,-1.05699,0.998262,0.462031,10.7866,0
2.01803E+11,3.75494,59.849,-0.96481,-0.759207,0.918383,0.47907,6.89932,1
2.01803E+11,3.40646,56.0986,-0.99591,-1.09762,0.890013,0.530389,9.98008,0
2.01803E+11,2.27999,52.8852,-1.0193,-0.85054,0.929384,0.468353,14.2858,0
2.01803E+11,2.63251,47.6522,-0.807767,-0.52671,0.570259,0.537608,14.6406,0
2.01803E+11,2.43158,79.2157,-1.1399,-1.09473,1.01452,0.411371,16.93,0
2.01803E+11,3.10358,49.9071,-1.19489,-1.17996,1.12309,0.58872,14.5535,0
2.01803E+11,2.50771,52.7017,-1.30509,-1.39984,1.17106,0.662387,18.0962,0
2.01803E+11,2.51175,55.6074,-1.00064,-0.850343,0.88688,0.808388,22.0716,0
2.01803E+11,2.11488,51.8371,-1.09763,-1.00331,0.981788,0.466524,20.267,0
2.01803E+11,1.843,40.1583,-0.861637,-0.574587,0.685387,0.495211,24.3722,0
2.01803E+11,2.5821,45.8623,-1.36031,-1.50487,1.20508,0.603313,20.5976,0
2.01803E+11,2.33539,42.6804,-1.02959,-0.946437,0.941895,0.641999,16.2978,0
2.01803E+11,1.80124,35.8993,-0.825873,-0.53375,0.670738,0.348408,14.8053,0
2.01803E+11,1.77729,51.2241,-0.82232,-0.53075,0.653766,0.36126,12.8946,0
2.01803E+11,1.23453,17.0763,-0.827027,-0.532303,0.674201,0.344127,27.0599,0
2.01803E+11,2.0103,330.011,-1.24369,-2.31732,1.12681,0.662369,18.1875,0
2.01803E+11,2.21871,323.203,-0.5569,-0.58052,0.675898,0.273159,8.85084,1
2.01803E+11,1.75069,317.337,-0.38583,0.126237,0.507359,0.276031,16.2249,0
2.01803E+11,2.22413,301.09,-0.549367,-0.187177,0.822699,0.325407,8.95566,1
2.01803E+11,2.89602,317.458,-1.19143,-1.70547,1.5033,0.39795,8.95747,1
2.01803E+11,2.17012,318.945,-0.921383,-0.719283,0.790988,0.380296,11.2065,0
2.01803E+11,1.66421,319.094,-0.97433,-0.890967,0.911698,0.570438,29.0196,0
2.01803E+11,1.66329,284.427,-0.86343,-1.34144,1.00494,0.55265,19.0486,0
2.01803E+11,2.1569,303.049,-1.22149,-1.84424,1.07173,0.297582,7.23575,1
2.01803E+11,2.30055,306.904,-0.890233,-0.69129,0.787115,0.154352,4.87564,1
2.01803E+11,1.92539,304.866,-0.799143,-0.514053,0.609015,0.288759,7.66292,0
2.01803E+11,2.28848,281.209,-1.07305,-1.01419,0.998794,0.244198,7.61769,1
2.01803E+11,2.09938,281.01,-0.800973,-0.514803,0.615891,0.319963,5.33223,0
2.01803E+11,1.39503,282.812,-0.805747,-0.53033,0.66674,0.317589,9.02216,0
2.01803E+11,1.79269,306.111,-1.01456,-1.74692,0.793029,0.301081,9.42426,0
2.01803E+11,1.52189,294.132,-0.802547,-0.536023,0.666228,0.360656,14.1771,0
2.01803E+11,1.45272,305.8,-0.86228,-0.605623,0.841129,0.423313,15.5014,0
2.01803E+11,1.73704,300.037,-0.823393,-0.566647,0.755318,0.160589,7.72807,1
2.01803E+11,1.6173,296.211,-0.807317,-0.545197,0.703792,0.289491,18.4603,0
2.01803E+11,1.51868,311.1,-0.819517,-0.547317,0.712087,0.416152,27.3169,0
2.01803E+11,0.880246,255.419,-0.91793,-1.01156,0.828968,0.327705,54.6831,0
2.01803E+11,3.25103,133.528,-1.96567,-3.44866,1.35499,0.744019,16.541,0
2.01803E+11,3.82805,124.16,23.2184,-1.57968,30.4709,0.769879,16.1798,0
2.01803E+11,3.9257,126.828,48.3432,-0.00151333,24.601,0.970114,15.2898,0
2.01803E+11,3.78088,133.191,30.0891,-0.00143,22.9114,0.810448,13.6332,0
2.01803E+11,3.64523,131.152,39.8921,-0.00234333,29.3388,0.807157,15.9,0
2.01803E+11,4.18529,137.033,36.0487,-0.000523333,28.3407,1.00474,12.5749,0
2.01803E+11,4.88989,144.52,41.8181,-0.00143333,23.8621,0.76693,9.43693,0
2.01803E+11,5.54734,144.29,83.4317,-0.000693333,29.4723,0.551583,6.42561,1
2.01803E+11,5.66653,144.808,83.6827,0.000466667,29.8253,0.711067,6.6308,1
2.01803E+11,4.81838,143.128,48.4163,0.000376667,31.0495,0.752094,11.3556,0
2.01803E+11,4.89949,144.653,43.7607,-0.00105333,28.2589,0.784233,9.27771,0
2.01803E+11,5.25935,141.25,78.303,-0.000133333,29.2336,0.602228,5.78509,1
2.01803E+11,4.82179,140.131,42.5167,-0.00059,30.9647,0.920018,7.55651,0
2.01803E+11,5.10886,142.721,50.9189,-0.00193,33.5423,0.60775,8.29631,1
2.01803E+11,5.25548,144.385,70.0285,-0.00145,37.1099,0.693396,6.94169,1
2.01803E+11,4.48914,141.069,35.0733,-0.00204667,32.5577,0.704073,8.12912,0
2.01803E+11,5.48826,141.853,93.3549,-0.000236667,35.6886,0.818099,6.61658,0
2.01803E+11,5.767,137.883,103.639,-0.00426333,28.1441,0.61386,5.24748,1
2.01803E+11,4.96773,137.682,65.9616,-0.00198,31.3873,0.828548,7.73199,0
2.01803E+11,4.49251,132.251,59.8152,-0.00213667,24.0161,0.784555,9.31875,0
2.01803E+11,4.19397,136.508,31.7218,0.000343333,20.4263,0.590228,7.7691,1
2.01803E+11,4.52239,139.174,48.8511,-0.00028,23.9833,0.581572,6.85971,1
2.01803E+11,4.85816,139.582,51.3485,-0.000743333,21.936,0.562181,5.8446,1
2.01803E+11,4.91479,142.504,58.3337,-0.00176667,20.1993,0.453374,4.95581,1
2.01803E+11,4.83545,144.315,61.0428,0.00101333,22.4302,0.374797,4.82566,1
2.01803E+11,4.61953,147.343,49.3662,-5.67E-05,23.7875,0.418366,4.28995,1
2.01803E+11,4.7473,145.368,48.9961,-0.00143333,16.9238,0.532089,5.42621,1
2.01803E+11,4.97055,144.258,56.8594,-7.33E-05,29.6653,0.591529,5.20209,1
2.01803E+11,4.70558,143.217,44.7962,-0.000896667,18.6722,0.590998,5.88967,1
2.01803E+11,4.46776,142.428,36.3061,-0.00099,23.6427,0.660009,7.78918,1
2.01803E+11,4.57608,141.446,37.1419,-0.00125333,21.4793,0.513335,6.6176,1
2.01803E+11,4.05237,133.114,27.907,-0.00145667,13.1439,0.569036,9.12719,1
2.01803E+11,3.96016,130.912,30.231,-0.00094,11.9997,0.596295,9.9358,0
2.01803E+11,4.06385,130.592,25.3678,-0.00167333,18.5785,0.638584,10.0469,0
2.01803E+11,4.13709,131.162,37.4539,-0.000316667,7.84946,0.734538,10.5756,0
2.01803E+11,4.83748,136.2,48.7538,-0.000736667,20.1789,0.652387,8.04928,1
2.01803E+11,4.65703,136.199,50.0624,-0.000656667,21.2579,0.846642,9.03884,0
2.01803E+11,4.10225,126.839,52.2833,0.000656667,23.2959,0.871762,13.501,0
2.01803E+11,2.85239,114.035,56.0748,-0.00123,26.0369,0.774872,15.7773,0
2.01803E+11,4.75712,123.706,99.9895,-0.00220333,55.402,1.48026,14.7033,0
2.01803E+11,4.74374,123.768,97.0317,-0.00093,31.7361,1.22261,15.3561,0
2.01803E+11,4.47974,127.032,80.1608,-0.00037,21.6049,0.866584,13.1753,0
2.01803E+11,4.35076,124.514,97.6512,-0.000733333,30.8598,1.00765,15.0979,0
2.01803E+11,3.43584,116.571,124.474,-0.00245,41.9052,0.81194,16.9279,0
2.01803E+11,2.69965,107.568,87.4298,0.000916667,30.9317,0.565959,17.2189,0
2.01803E+11,3.48659,98.9618,91.7104,-0.000896666,19.8797,0.925312,17.5011,0
2.01803E+11,2.84054,102.492,65.8385,-0.00097,18.0527,0.761373,17.5465,0
2.01803E+11,2.63763,104.776,71.3351,0.000523333,17.7565,0.516066,17.729,0
2.01803E+11,2.50065,105.923,43.881,-0.000286667,14.0188,0.508643,15.627,0
2.01803E+11,2.31938,109.2,49.7644,-0.00133333,18.5803,0.469179,15.8198,0
2.01803E+11,2.58353,111.856,38.4552,0.000713333,17.1115,0.419128,14.0187,0
2.01803E+11,2.34245,109.884,39.4325,-0.000856667,16.1766,0.372805,14.7652,0
2.01803E+11,2.34166,107.091,50.1657,-0.00215667,14.9419,0.424002,17.3114,0
2.01803E+11,2.57382,100.116,51.0775,-0.00051,15.3913,0.663404,16.9085,0
2.01803E+11,3.68332,93.2327,67.4292,0.00254333,11.5578,0.812712,10.6108,0
2.01803E+11,3.30442,95.5651,64.3533,-0.00264,26.461,0.785077,14.1836,0
2.01803E+11,3.50389,94.8596,68.7479,-0.000166667,19.997,0.840409,14.3053,0
2.01803E+11,3.7628,94.1728,81.0433,-0.00150667,18.1749,0.913508,13.1215,0
2.01803E+11,4.84869,90.6863,83.4833,-0.00107,13.088,0.732906,8.40901,0
2.01803E+11,5.51276,89.1071,91.0235,-0.00135667,19.3875,0.595417,5.05948,1
2.01803E+11,4.0023,93.3984,69.6821,-0.00230333,19.5975,0.943631,13.6108,0
2.01803E+11,4.80473,88.5245,69.5919,-0.000993333,12.8328,0.716156,7.53269,0
2.01803E+11,4.92166,83.8364,69.2483,-0.00191667,23.6558,0.506194,5.96545,1
2.01803E+11,4.80989,86.3817,59.3342,-0.00271333,21.0097,0.578808,6.76707,1
2.01803E+11,4.56117,90.5385,73.2043,-0.00244333,27.7322,0.814787,10.858,0
2.01803E+11,4.16009,93.2685,67.5379,-0.00207,22.7999,0.911575,11.641,0
2.01803E+11,4.88656,88.3627,67.761,-0.000543333,21.1357,0.650283,8.60909,1
2.01803E+11,4.85725,88.595,67.1816,-0.000603333,16.8512,0.655694,8.41749,1
2.01803E+11,4.73217,91.0014,78.1315,-0.00173667,25.9974,0.869832,12.3738,0
2.01803E+11,4.92929,88.2202,75.6314,-0.00171667,18.5056,0.790468,8.86078,0
2.01803E+11,3.89648,94.9493,71.9341,-0.000526667,29.8708,1.00106,15.1621,0
2.01803E+11,3.10192,98.8383,78.7903,-0.00076,20.2818,0.830951,15.8083,0
2.01803E+11,2.96514,102.352,93.1433,-0.00138667,31.0442,0.803554,18.6404,0
2.01803E+11,2.87306,103.477,84.8394,-0.00068,24.1896,0.596419,18.0021,0
2.01803E+11,2.47237,111.846,53.4176,-0.000926667,22.9109,0.475086,16.1487,0
2.01803E+11,2.46989,110.446,66.2268,-0.000443333,26.6916,0.499634,16.6677,0
2.01803E+11,2.88203,102.237,82.0763,-0.000543333,25.7861,0.750844,17.3682,0
2.01803E+11,3.5097,98.1812,93.3791,-0.00226333,33.611,0.971245,15.7389,0
2.01803E+11,2.91016,103.854,76.5753,7.33E-05,28.4529,0.761485,18.1287,0
2.01803E+11,3.17981,101.14,79.8564,0.000706667,27.3451,0.86345,17.1199,0
2.01803E+11,3.35826,96.7077,65.1186,0.00113667,29.5045,0.796377,15.6953,0
2.01803E+11,2.66831,112.323,75.7596,-0.00296667,25.9214,0.587479,17.054,0
2.01803E+11,3.21099,102.692,79.935,0.00197333,23.9069,0.984517,17.6338,0
2.01803E+11,2.9384,102.27,71.7106,-0.00101333,26.8951,0.69331,17.0035,0
2.01803E+11,2.81062,107.203,80.151,-0.00153333,39.1429,0.557483,18.2644,0
2.01803E+11,2.79707,104.555,63.4006,-0.00201667,29.8548,0.770156,17.4941,0
2.01803E+11,3.67067,97.9554,82.2671,0.000196667,34.7267,1.03594,16.2758,0
2.01803E+11,3.81399,93.3394,61.8479,-0.00110667,26.3575,1.01174,13.3239,0
2.01803E+11,4.44065,88.05,57.8237,0.00023,19.7458,0.820377,9.93796,0
2.01803E+11,4.33675,91.236,80.8777,-0.000526667,32.0804,1.03744,13.999,0
