Date,Wsp_44m,Wdir_41m,ActPow,RePow,ActPow_std,Wsp_44m_std,Wdir_41m_std,stability
2.01801E+11,8.42472,226.362,328.471,0.00063,154.189,2.0706,9.8784,0
2.01801E+11,8.78235,225.628,398.284,-0.000606667,125.952,1.50272,7.71094,0
2.01801E+11,9.15228,229.047,363.196,0.000493333,159.029,1.799,8.40733,0
2.01801E+11,8.77246,228.194,388.484,0.00586,166.137,1.92341,9.38679,0
2.01801E+11,9.36453,235.226,513.774,-0.00358667,183.966,1.97851,9.04389,0
2.01801E+11,9.96571,238.897,473.004,0.00141,178.286,1.86117,8.17429,0
2.01801E+11,9.59578,239.514,403.227,0.000396667,140.628,1.81051,7.98246,0
2.01801E+11,9.59736,237.799,539.489,-0.00016,194.917,1.71103,9.20692,0
2.01801E+11,11.3544,240.768,637.971,0.00206667,195.32,1.62235,8.11054,1
2.01801E+11,14.064,245.827,801.088,-0.00288,119.479,2.54123,8.34419,0
2.01801E+11,12.8393,247.046,802.529,0.00403667,81.4838,2.25067,6.34629,0
2.01801E+11,13.4913,245.857,844.8,-0.6,0,2.27055,6.92435,0
2.01801E+11,11.2522,242.386,719.827,-0.000256667,138.665,2.47316,8.35235,0
2.01801E+11,11.5662,242.099,570.671,-0.000246666,212.376,2.22063,8.49069,0
2.01801E+11,11.2444,241.848,692.211,0.00261333,172.839,2.14572,7.05491,0
2.01801E+11,11.7326,237.575,566.036,-0.00147333,193.287,2.11213,8.36546,0
2.01801E+11,11.5066,237.413,723.43,0.00452333,139.193,2.08818,8.01683,0
2.01801E+11,12.7528,239.606,771.103,0.00049,121.222,2.33775,7.91065,0
2.01801E+11,12.0299,238.274,704.103,0.000526666,128.113,1.93459,7.96935,0
2.01801E+11,12.8499,236.871,782.972,0.00316333,97.3076,2.01928,7.62449,0
2.01801E+11,12.5221,241.201,704.644,-0.00228,148.626,1.81252,7.20855,1
2.01801E+11,12.6694,239.611,775.95,-0.00513,115.917,2.40592,7.43119,0
2.01801E+11,11.7152,240.811,707.736,-0.00187333,146.49,1.87008,7.48569,0
2.01801E+11,9.9827,238.815,464.329,0.000863333,162.456,1.76762,7.39735,0
2.01801E+11,8.85764,236.451,409.636,0.000166667,155.974,1.69489,8.15569,0
2.01801E+11,8.90302,233.286,357.078,-0.000626667,156.191,1.66657,8.3822,0
2.01801E+11,8.49483,230.445,405.98,0.000756667,132.306,1.71597,8.97813,0
2.01801E+11,8.24512,229.518,364.084,-0.00161667,161.479,1.56176,9.67194,0
2.01801E+11,9.50986,235.006,523.598,0.00391667,159.096,1.84707,7.70257,0
2.01801E+11,8.18461,231.041,481.052,0.000396667,130.843,1.88394,8.21452,0
2.01801E+11,8.97524,230.73,491.591,-0.00137333,160.91,1.67388,8.91572,0
2.01801E+11,9.02318,231.042,402.411,-0.000803333,162.902,1.5875,7.24465,0
2.01801E+11,8.94876,230.707,444.035,-0.00074,175.812,1.90745,8.62537,0
2.01801E+11,9.70846,231.777,549.687,0.003,132.444,1.81878,8.77085,0
2.01801E+11,9.00875,229.391,394.704,0.00144667,155.871,1.70569,7.72471,0
2.01801E+11,8.68612,225.787,437.547,-0.00673,190.641,1.53942,7.78289,0
2.01801E+11,9.28037,228.423,461.461,0.00126667,147.198,1.62715,7.75681,0
2.01801E+11,8.3755,230.238,525.363,0.00327333,149.967,1.5811,9.28127,0
2.01801E+11,9.05368,233.696,506.196,0.000793333,134.924,1.57236,8.21103,0
2.01801E+11,8.55552,232.077,355.924,0.00138333,125.068,1.60559,8.76064,0
2.01801E+11,7.44737,226.144,275.6,0.00232,95.1041,1.70922,9.07856,0
2.01801E+11,7.11198,227.141,234.68,0.00150333,93.6861,1.20742,8.22166,0
2.01801E+11,6.84363,221.1,173.922,0.00147,66.3807,1.10325,8.13242,0
2.01801E+11,6.92759,222.993,84.2667,0.133333,0.612824,1.25589,9.11255,0
2.01801E+11,7.14521,224.293,196.462,0.000516667,79.7407,1.16949,9.12058,0
2.01801E+11,6.97219,220.649,200.888,0.00141,79.3116,1.11062,8.49805,0
2.01801E+11,7.31448,216.32,197.498,0.00202333,68.4168,1.22492,7.83789,0
2.01801E+11,7.62524,218.642,277.346,0.00262333,106.134,1.27462,8.1031,0
2.01801E+11,7.60053,221.752,246.367,-0.00170333,72.8387,1.2857,7.92391,0
2.01801E+11,7.97512,221.112,265.296,-0.000683333,71.5098,1.29863,8.05106,0
2.01801E+11,8.63004,223.817,337.565,0.000996667,100.316,1.48035,8.41881,0
2.01801E+11,8.14022,224.289,290.003,-0.00171667,78.929,1.34713,8.82799,0
2.01801E+11,8.49743,223.678,315.248,1.33E-05,79.4366,1.3842,7.07637,0
2.01801E+11,7.9858,227.279,377.536,0.00335333,120.696,1.52798,7.4446,0
2.01801E+11,7.86446,230.361,394.658,0.00216667,125.455,1.2374,7.48181,0
2.01801E+11,8.11152,228.421,254.822,-0.00572667,81.6335,1.27025,7.5193,0
2.01801E+11,7.81922,223.122,317.409,-0.0022,72.3182,1.00311,6.83065,1
2.01801E+11,8.28149,223.997,261.058,0.00346667,79.3595,1.04454,6.53204,1
2.01801E+11,7.5818,225.462,305.055,-0.000123333,103.475,1.21441,6.94406,0
2.01801E+11,7.3214,224.266,315.973,-0.00108667,102.51,1.33344,8.09267,0
2.01801E+11,7.58312,223.035,280.497,0.000483333,72.2926,1.20841,7.414,0
2.01801E+11,7.52793,223.675,252.013,-0.000316666,57.3179,1.2755,6.72923,0
2.01801E+11,7.81584,224.292,299.082,0.00121333,73.0584,1.17367,7.39846,0
2.01801E+11,8.19041,225.54,173.333,0.0333333,0.0942795,1.42259,7.9192,0
2.01801E+11,7.1702,222.412,256.58,-0.00026,91.5078,1.37575,8.87263,0
2.01801E+11,7.44182,220.996,318.37,-0.00128,87.9069,1.34826,7.83672,0
2.01801E+11,7.47771,220.075,187.491,0.00061,69.4817,1.18021,7.51637,0
2.01801E+11,7.51725,224.134,212.976,-0.00105,74.7023,1.3725,7.4203,0
2.01801E+11,7.28471,226.531,274.872,0.00511,111.239,1.2427,8.37414,0
2.01801E+11,7.57158,227.352,253.027,-0.00139,92.3457,1.34757,8.7252,0
2.01801E+11,7.42151,230.951,262.825,0.00416333,106.251,1.59867,7.46533,0
2.01801E+11,6.61335,226.534,194.916,0.00078,72.2679,1.32623,9.098,0
2.01801E+11,6.76482,224.246,155.634,0.00222667,58.6179,1.21019,8.46255,0
2.01801E+11,6.24123,221.737,152.548,0.00151,45.5447,0.950233,8.05707,0
2.01801E+11,6.48752,212.558,133.471,0.00126,42.3816,0.803391,7.17115,1
2.01801E+11,6.16947,215.023,126.128,0.00117333,40.8338,0.944476,6.93738,0
2.01801E+11,6.31533,213.737,115.193,0.0244533,53.1921,0.828612,7.759,1
2.01801E+11,6.2002,218.877,142.847,0.00124667,47.8283,1.16785,7.86621,0
2.01801E+11,6.88252,222.886,170.752,-0.00155667,66.5025,1.08492,7.49758,0
2.01801E+11,6.59745,220.009,161.288,-0.00172,51.651,0.950011,7.94171,1
2.01801E+11,6.52216,220.425,172.514,-0.00273333,45.0729,1.07314,8.88078,0
2.01801E+11,6.13278,219.103,125.184,-0.00295667,46.776,0.858386,9.034,1
2.01801E+11,5.87439,211.044,87.7898,0.000906667,41.2194,0.847304,7.5021,1
2.01801E+11,6.22655,212.12,109.125,0.00238667,39.9333,0.874891,7.74495,1
2.01801E+11,6.30199,211.282,146.733,-0.000433333,37.8844,0.937489,6.71363,1
2.01801E+11,6.40613,195.264,156.161,0.00130333,64.9331,0.0118982,0.447948,1
2.01801E+11,6.9732,211.366,178.642,-0.000856667,68.4921,1.19414,7.9766,0
2.01801E+11,7.49963,219.952,247.644,0.0509067,89.5519,1.17599,7.66057,0
2.01801E+11,7.5036,219.251,191.145,-0.00218,60.4541,1.23803,7.41379,0
2.01801E+11,6.48583,222.566,186.684,0.000366667,66.9477,1.09803,7.89988,0
2.01801E+11,6.62946,220.747,163.345,0.00195333,67.8178,1.28771,7.29479,0
2.01801E+11,5.86988,221.748,139.348,0.0352267,64.0501,0.939576,7.86881,0
2.01801E+11,5.70484,223.839,152.355,0.000286667,75.2119,1.10623,8.8108,0
2.01801E+11,4.58255,223.27,68.6669,0.00068,25.6049,0.940513,9.85501,0
2.01801E+11,5.61246,215.159,84.6231,-0.000216667,31.7849,0.874324,7.93648,0
2.01801E+11,5.23227,220.612,121.51,0.000253333,45.1534,0.930562,7.9938,0
2.01801E+11,5.0948,222.13,94.5888,0.000246667,34.3965,0.78331,8.24978,0
2.01801E+11,5.92447,230.227,83.9253,-0.00259667,28.3424,0.924528,8.12984,0
2.01801E+11,5.51776,226.806,72.1056,-0.0006,25.1605,0.768569,6.99641,1
2.01801E+11,6.05403,221.741,104.399,-0.00203,42.2953,0.984562,8.22492,0
2.01801E+11,5.15509,223.307,115.115,-0.00268,36.4579,0.85342,8.16877,0
2.01801E+11,5.37435,221.647,95.9101,-0.00014,29.1212,0.895785,6.88438,0
2.01801E+11,5.30048,222.905,87.5181,-0.00128333,34.4804,0.931474,8.73872,0
2.01801E+11,5.07616,222.811,58.8566,0.00259333,34.33,0.87026,8.40237,0
2.01801E+11,5.04448,234.225,68.6413,9.67E-05,32.1758,1.01441,9.40928,0
2.01801E+11,5.42796,238.715,80.7474,0.000326667,28.5604,0.810477,6.66639,0
2.01801E+11,5.19778,233.88,65.3137,0.00180333,30.6431,0.81578,9.25081,0
2.01801E+11,4.75002,224.024,68.6983,-0.00088,28.591,0.720909,8.92946,0
2.01801E+11,4.70759,224.328,66.1584,-0.00099,27.5514,0.632409,7.06478,1
2.01801E+11,5.02018,228.243,67.0041,-0.000103333,25.51,0.652673,6.48221,1
2.01801E+11,5.34526,236.566,94.3009,-0.00123333,41.6909,0.883145,7.02377,0
2.01801E+11,5.29683,240.67,68.9118,-0.00205333,30.0829,0.872899,6.75117,0
2.01801E+11,4.95443,222.436,57.1088,-0.00135333,20.2124,0.592239,7.12026,1
2.01801E+11,4.45282,222.751,54.1196,-0.00069,25.2946,0.678285,8.24105,0
2.01801E+11,4.98959,223.221,75.0637,-0.00047,27.0228,0.802185,7.32548,0
2.01801E+11,4.55039,227.918,55.1606,-0.00081,25.0331,0.824113,8.8178,0
2.01801E+11,5.42714,236.522,89.5201,-9.67E-05,34.9215,0.767283,7.18645,1
2.01801E+11,4.68224,236.372,61.1647,-0.000533333,32.3183,0.757599,7.37681,0
2.01801E+11,4.37987,232.694,53.1989,-0.00179,23.027,0.666665,7.58504,0
2.01801E+11,4.08688,225.318,30.559,-0.00169,16.9947,0.682082,7.76273,0
2.01801E+11,4.35329,220.023,39.3933,-0.00188,20.2837,0.755399,9.44445,0
2.01801E+11,4.44969,219.965,39.6653,-0.00127,25.0669,0.608688,7.56657,1
2.01801E+11,4.52291,219.383,52.8246,0.00018,24.7352,0.757188,8.26218,0
2.01801E+11,4.84013,221.133,65.4521,-0.00166,33.2132,0.896226,6.83629,0
2.01801E+11,5.21031,225.889,66.5508,-0.00173,26.4334,0.751507,8.33958,1
2.01801E+11,4.71792,227.76,56.993,-0.000943333,21.7261,0.808886,8.62658,0
2.01801E+11,4.7391,232.302,54.6307,-0.00100333,26.3408,0.692616,7.69223,1
2.01801E+11,4.74959,235.774,73.082,-0.000113333,24.7721,0.785201,6.00363,0
2.01801E+11,4.90959,238.921,66.3988,-0.00189333,26.8062,0.669908,5.9992,1
2.01801E+11,4.83708,238.27,59.1537,-0.000296667,22.4479,0.701992,6.79987,1
2.01801E+11,4.88088,238.709,67.7205,0.00087,29.9674,0.690851,7.70893,1
2.01801E+11,5.18358,242.98,99.411,-0.00208333,33.8118,0.857116,7.19066,0
2.01801E+11,5.44164,240.56,81.7515,-0.000903333,23.2333,0.569314,6.11841,1
2.01801E+11,4.83529,229.232,72.3935,-0.00313667,23.4397,0.682731,6.87194,1
2.01801E+11,5.08488,228.692,68.9676,0.000106667,24.1591,0.508735,5.93396,1
2.01801E+11,5.24697,231.575,83.3849,-0.000673333,27.8569,0.653215,5.1239,1
2.01801E+11,4.95233,229.949,82.2815,0.00108667,24.9316,0.607891,5.69208,1
2.01801E+11,4.60796,232.021,73.168,-0.000136667,31.8855,0.638157,6.30204,1
2.01801E+11,4.7143,233.103,60.6699,-0.00140333,22.7688,0.819301,7.94559,0
2.01801E+11,4.37219,236.817,53.1976,-0.00123,25.1723,0.668496,7.78825,0
2.01801E+11,4.44107,235.357,48.4228,-0.00017,23.4455,0.703769,8.00554,0
2.01801E+11,4.814,235.012,58.2587,-0.00151667,25.438,0.917367,7.54324,0
2.01801E+11,5.28938,238.65,70.7185,-0.000383333,28.5303,0.90256,6.67193,0
2.01801E+11,4.81986,235.441,56.6233,-0.000783333,30.7167,0.664608,7.87068,1
2.01801E+11,4.33991,234.538,44.1301,-0.00038,22.3642,0.667975,7.8605,0
2.01801E+11,4.45621,236.054,50.0221,-0.00101,27.178,0.715423,8.18811,0
2.01801E+11,4.76986,237.089,56.8719,0.00086,31.2152,0.593907,7.02592,1
2.01801E+11,4.77806,235.887,67.998,-0.00168,27.9763,0.783308,6.38625,0
2.01801E+11,4.36959,234.476,101.85,0.05,0.349999,0.554042,7.12893,1
2.01801E+11,4.7806,227.202,60.03,-0.00197,21.2994,0.483933,6.88929,1
2.01801E+11,4.91397,227.296,60.7737,0.00011,22.9966,0.555861,6.0864,1
2.01801E+11,4.58231,224.773,56.4468,0.00112,22.1285,0.554224,7.02905,1
2.01801E+11,4.37154,228.594,38.884,-0.000236667,21.6845,0.583358,7.53922,1
2.01801E+11,4.35485,226.264,32.394,-0.00116667,17.209,0.600943,6.29687,1
2.01801E+11,4.16695,226.03,33.564,-0.00217,15.6485,0.693801,7.26516,0
2.01801E+11,4.3452,224.693,40.2752,-0.000706667,19.5499,0.537288,6.55589,1
2.01801E+11,3.89221,228.194,34.4032,0.000526667,16.1095,0.514816,6.70913,1
2.01801E+11,4.59949,226.669,40.4325,3.67E-05,17.7874,0.704747,5.99286,0
2.01801E+11,4.26413,229.39,43.6187,-0.000436667,18.4225,0.595227,6.94452,1
2.01801E+11,4.17676,225.608,33.5573,-0.00264667,16.1221,0.553609,6.28799,1
2.01801E+11,4.18345,226.925,36.9699,-0.00024,14.9563,0.631389,6.9387,0
2.01801E+11,4.00783,229.087,34.639,-0.00259667,19.8494,0.544081,7.61469,1
2.01801E+11,4.67353,229.526,29.1413,-0.000136667,16.8433,0.584736,7.51151,1
2.01801E+11,4.25228,225.527,45.3743,0.00035,23.3731,0.683784,8.13951,0
2.01801E+11,4.45274,221.54,45.7806,-0.00117667,20.0384,0.520061,6.36903,1
2.01801E+11,4.26849,218.644,44.118,-0.00124667,24.8046,0.521273,6.96188,1
2.01801E+11,4.26304,218.871,39.0163,-0.00052,17.9876,0.498323,7.68579,1
2.01801E+11,4.7985,227.066,69.971,-0.00102333,31.558,0.662631,7.674,1
2.01801E+11,5.11466,228.435,76.0599,0.000373333,28.576,0.712393,7.77843,1
2.01801E+11,4.70915,221.694,56.9783,0.00169333,21.7501,0.650537,7.35107,1
2.01801E+11,4.95644,223.36,76.9028,-0.00177,24.8469,0.777023,7.43893,0
2.01801E+11,5.18293,226.168,84.1345,-4.00E-05,30.5826,0.683886,6.75929,1
2.01801E+11,4.58398,223.178,62.321,-0.00203333,21.5392,0.742057,7.10355,0
2.01801E+11,4.92498,223.095,76.0719,-0.000786667,30.6556,0.634889,6.80376,1
2.01801E+11,4.90456,222.902,71.6883,-0.00203333,20.4227,0.716429,7.97733,1
2.01801E+11,5.05385,223.159,71.6224,-3.33E-05,24.7041,0.770229,7.70407,0
2.01801E+11,5.23868,225.814,98.9461,0.00227667,29.1496,0.756617,7.74575,1
2.01801E+11,5.97123,226.843,123.125,-0.00198333,28.3654,0.814791,6.84426,1
2.01801E+11,5.51149,227.859,99.0021,-0.000456667,33.6815,0.907467,7.60534,0
2.01801E+11,4.89507,223.08,71.8587,0.000753333,20.5194,0.640455,6.80085,1
2.01801E+11,5.24276,213.497,66.3384,0.000863334,21.832,0.564625,7.44289,1
2.01801E+11,4.52205,205.243,8.50377,2.52549,14.4802,0.392452,4.79429,1
2.01801E+11,4.76615,205.244,8.65535,-1.32424,22.2204,0.390819,3.86877,1
2.01801E+11,4.80821,204.472,32.3522,0.000693333,21.4036,0.356047,4.76291,1
2.01801E+11,5.57209,199.407,64.4326,0.00065,18.1496,0.393961,2.76245,1
2.01801E+11,5.82477,201.764,44.3969,-0.00126667,26.54,0.339136,3.58882,1
2.01801E+11,5.92051,202.562,33.7819,-0.000773333,22.5813,0.451629,3.69559,1
2.01801E+11,6.50891,204.766,91.1042,-0.000366667,25.6269,0.59134,4.53019,1
2.01801E+11,6.51845,212.797,166.134,-0.00269333,42.8175,0.849447,6.59349,1
2.01801E+11,6.33888,213.101,122.583,-0.000213333,36.872,0.792939,6.46081,1
2.01801E+11,6.07583,209.096,100.236,-0.000976667,24.1229,0.673854,6.08904,1
2.01801E+11,5.8615,207.528,90.1535,0.000956667,27.0453,0.574368,5.0725,1
2.01801E+11,5.88609,208.528,107.442,0.000683333,27.275,0.567036,4.67701,1
2.01801E+11,5.2361,208.402,75.2359,-0.000796667,26.0542,0.465127,5.38319,1
2.01801E+11,5.27174,199.572,31.9916,-0.00095,25.546,0.401752,4.92076,1
2.01801E+11,5.28372,195.322,18.9555,-0.00108333,13.6622,0.3763,3.97649,1
2.01801E+11,5.27985,195.157,38.7828,0.000523333,15.0973,0.437904,4.72432,1
2.01801E+11,5.3558,203.689,58.7949,0.000633334,21.6577,0.594023,5.22394,1
2.01801E+11,5.96708,206.982,61.2485,0.000343333,43.448,0.703915,6.02331,1
2.01801E+11,5.88346,207.505,104.537,0.00161,28.9224,0.713837,6.00566,1
2.01801E+11,6.24403,206.81,113.623,-0.00038,35.4111,0.655005,5.70056,1
2.01801E+11,5.93047,203.159,81.0573,-0.00284667,30.2794,0.549396,5.24524,1
2.01801E+11,5.37909,197.938,35.2863,-0.000626667,24.8296,0.569896,5.56614,1
2.01801E+11,5.41083,195.169,21.2264,-0.000263333,22.2347,0.525215,5.97595,1
2.01801E+11,5.29608,195.88,41.1798,-0.00157667,18.2185,0.526471,5.77189,1
2.01801E+11,5.93471,197.454,73.8751,-0.000976667,29.2556,0.721983,6.03172,1
2.01801E+11,5.63079,197.948,16.1,0,0,0.74249,6.45862,1
2.01801E+11,5.7818,199.593,24.7924,0.00135667,15.5684,0.780644,6.66473,1
2.01801E+11,5.71044,199.143,49.0114,-0.000726667,24.2143,0.708816,6.51139,1
2.01801E+11,5.24649,200.342,64.0551,-0.00181667,30.322,0.828739,7.13996,0
2.01801E+11,5.1856,204.791,52.1147,-0.000183333,27.3313,0.691508,8.75324,1
2.01801E+11,5.60963,200.331,42.6172,-0.00119667,28.536,0.97434,7.71405,0
2.01801E+11,5.31422,198.611,24.2712,-0.00111333,19.5534,0.576382,6.41926,1
2.01801E+11,5.61083,195.683,70.2781,-0.00054,24.7636,0.636568,7.27076,1
2.01801E+11,5.59491,201.237,76.8921,-0.0019,26.3478,0.794186,6.81319,1
2.01801E+11,5.4323,194.69,82.1538,-0.00197333,20.477,0.667884,6.1382,1
2.01801E+11,6.05462,192.249,25.0736,-0.000293333,11.7468,0.811911,7.05094,1
2.01801E+11,5.45639,191.29,79.831,-0.00243333,38.5068,0.619131,5.5149,1
2.01801E+11,5.49606,179.66,94.4184,-0.000913333,26.4805,0.641867,7.44015,1
2.01801E+11,5.41477,183.356,47.7597,-0.00218667,26.6385,0.750035,6.66007,1
2.01801E+11,5.82337,179.018,81.2402,-0.00100333,33.2306,0.816668,7.29117,1
2.01801E+11,6.23564,174.819,110.329,0.000286667,44.0642,0.985118,7.32928,0
2.01801E+11,5.93349,184.601,104.243,-0.00142333,35.7843,0.594664,6.80574,1
2.01801E+11,6.25323,174.942,164.372,-0.00161333,48.9332,0.93336,7.71092,0
2.01801E+11,5.45033,167.851,137.411,-0.00200667,43.5985,1.08562,9.26436,0
2.01801E+11,5.02849,162.54,113.457,-0.00079,27.5941,0.813352,9.26781,0
2.01801E+11,5.76122,154.661,127.28,0.00063,35.5591,0.860177,7.06643,0
2.01801E+11,6.26239,147.685,133.784,0.000546667,34.521,0.70338,5.98636,1
2.01801E+11,5.47555,147.782,100.66,-0.00133333,39.3353,0.977584,8.10892,0
2.01801E+11,5.10012,153.601,181.749,-0.00273,36.7526,1.29229,8.13693,0
2.01801E+11,7.35874,149.842,244.459,-6.33E-05,43.9897,1.00279,5.94791,1
2.01801E+11,7.87375,148.561,255.942,-0.00157667,65.6315,0.867563,5.22683,1
2.01801E+11,8.09319,145.591,272.981,0.00104667,67.1162,1.12582,6.64393,1
2.01801E+11,7.32188,148.26,319.874,0.0540167,81.2712,1.25024,8.91881,0
2.01801E+11,8.32385,151.496,419.844,-0.00100333,81.6547,1.49355,7.90739,0
2.01801E+11,8.42507,151.026,376.043,-0.00231667,90.2136,1.28324,6.99833,0
2.01801E+11,8.05958,150.767,387.132,0.000466667,117.857,1.21634,7.35705,0
2.01801E+11,7.48799,153.312,397.26,0.00069,112.693,1.92571,9.5343,0
2.01801E+11,8.54314,151.143,578.353,0.00423333,152.268,1.75655,9.43862,0
2.01801E+11,10.1457,146.747,555.552,-0.00041,121.896,1.55512,7.20127,0
2.01801E+11,10.4878,149.361,663.28,0.00172667,148.251,1.46723,6.51611,1
2.01801E+11,11.1559,147.992,566.588,0.00405667,166.693,1.48942,6.43069,1
2.01801E+11,8.96559,146.708,473.366,-0.00146,133.758,1.54151,8.33508,0
2.01801E+11,10.3959,146.055,546.726,-0.00681,153.383,2.13053,7.47835,0
2.01801E+11,10.4721,147.226,534.524,0.00177,138.778,1.434,6.33426,1
2.01801E+11,10.4887,148.269,502.056,0.00547667,132.715,1.50501,6.7185,1
