Date,Wsp_44m,Wsp_44m_std,ActPow,ActPow_std
2018-01-26 19:40:00,4.05248,0.41198,17.2753,17.0434
2018-01-26 19:50:00,4.05248,0.41198,17.2753,17.0434
2018-01-26 20:00:00,4.05248,0.41198,17.2753,17.0434
2018-01-26 20:10:00,4.05248,0.41198,17.2753,17.0434
2018-01-26 20:20:00,4.05248,0.41198,17.2753,17.0434
2018-01-26 20:30:00,4.05248,0.41198,17.2753,17.0434
2018-01-26 20:40:00,4.05248,0.41198,17.2753,17.0434
2018-01-26 20:50:00,4.44226,0.312345,50.17,15.3711
2018-01-26 21:00:00,4.5918,0.353551,49.5237,17.5042
2018-01-26 21:10:00,3.56675,0.442981,16.7801,9.05811
2018-01-26 21:20:00,3.42830999999999,0.477259,10.4993,9.72095
2018-01-26 21:30:00,4.14979,0.352684,32.5462,15.5895
2018-01-26 21:40:00,4.14979,0.352684,32.5462,15.5895
2018-01-26 21:50:00,4.14979,0.352684,32.5462,15.5895
2018-01-26 22:00:00,4.14979,0.352684,32.5462,15.5895
2018-01-26 22:10:00,4.14979,0.352684,32.5462,15.5895
2018-01-26 22:20:00,4.14979,0.352684,32.5462,15.5895
2018-01-26 22:30:00,4.14979,0.352684,32.5462,15.5895
2018-01-26 22:40:00,4.04984,0.541601,24.8486,11.9617
2018-01-26 22:50:00,4.32349,0.575167,46.7275,20.5148
2018-01-26 23:00:00,4.407,0.482206,46.2059,18.4783
2018-01-26 23:10:00,4.95178,0.736158,73.7587,30.3617
2018-01-26 23:20:00,5.27313,1.04471,95.3293,34.4599
2018-01-26 23:30:00,5.14909,0.668041,79.1837,31.5278
2018-01-26 23:40:00,5.04852,0.711673,71.0877,28.2432
2018-01-26 23:50:00,4.775,0.709231,61.7707,27.1726
2018-01-27 00:00:00,4.16309,0.566941,29.4715,15.5684
2018-01-27 00:10:00,3.91126,0.564658,34.1598,17.1664
2018-01-27 00:20:00,4.37611,0.517288,43.5293,15.2218
2018-01-27 00:30:00,4.6611,0.697581999999999,48.8189999999999,19.8671
2018-01-27 00:40:00,4.35805,0.712282,58.0365,31.2041
2018-01-27 00:50:00,4.75646,0.723448,67.9916,30.1407
2018-01-27 01:00:00,5.24006999999999,0.668476,73.1668,30.3399
2018-01-27 01:10:00,5.33905,0.85872,95.9309,42.2936
2018-01-27 01:20:00,5.40311999999999,0.871445999999999,100.29,35.842
2018-01-27 01:30:00,5.28745,0.628067,92.1401,27.7208
2018-01-27 01:40:00,5.27002,0.546748,80.106,29.8954
2018-01-27 01:50:00,5.24358,0.663737,68.4109,26.1291
2018-01-27 02:00:00,5.44399,0.629239999999999,105.325,36.7993
2018-01-27 02:10:00,5.09691,0.644917,75.0605,33.9635
2018-01-27 02:20:00,4.39534,0.571646,47.0941,21.0074
2018-01-27 02:30:00,4.57404,0.440801,56.7279,18.7782
2018-01-27 02:40:00,4.67455,0.578867,53.1539999999999,21.7972
2018-01-27 02:50:00,5.43989,0.471934,90.9148,28.3028
2018-01-27 03:00:00,5.48250999999999,0.462719999999999,102.128999999999,26.5976
2018-01-27 03:10:00,5.64184,0.66471,91.6008,32.9782
2018-01-27 03:20:00,5.66287,0.723718,108.366,33.1106
2018-01-27 03:30:00,5.6008,0.601767,89.8001,35.4967
2018-01-27 03:40:00,6.0312,0.406242,104.007,31.2273
2018-01-27 03:50:00,6.42219,0.545594999999999,132.947999999999,25.2554
2018-01-27 04:00:00,6.01671,0.549828,123.209,46.1444
2018-01-27 04:10:00,5.70858,0.549075,100.735,26.8097
2018-01-27 04:20:00,5.6131,0.43861,95.6929,23.3308
2018-01-27 04:30:00,5.46077,0.32636,87.8682,25.1872
2018-01-27 04:40:00,5.45354,0.446393,94.1988,16.0282
2018-01-27 04:50:00,4.94165,0.468622,67.4628,20.5314
2018-01-27 05:00:00,4.91625,0.437027999999999,65.3731,17.5413
2018-01-27 05:10:00,5.24674,0.465674,77.714,23.2214
2018-01-27 05:20:00,5.15331,0.676693,88.5079,26.7007
2018-01-27 05:30:00,4.97613,0.640031999999999,70.3706,24.4768
2018-01-27 05:40:00,4.21854,0.460021,40.5689,17.561
2018-01-27 05:50:00,4.6847,0.434151,61.8098,21.7403
2018-01-27 06:00:00,4.8018,0.570908,65.4961,28.0263
2018-01-27 06:10:00,4.16474,0.35658,40.6105,18.0804
2018-01-27 06:20:00,4.29509,0.35714,40.7251,19.6455
2018-01-27 06:30:00,4.26926,0.298437,37.0099,10.2016
2018-01-27 06:40:00,3.99429,0.332572,28.575,8.13302
2018-01-27 06:50:00,3.8421,0.299702,24.464,5.23989
2018-01-27 07:00:00,4.04534,0.336783,30.8208,12.7444
2018-01-27 07:10:00,3.6843,0.199335999999999,19.8579,5.92277
2018-01-27 07:20:00,3.36695,0.220892,9.97853999999999,4.31217
2018-01-27 07:30:00,3.72638,0.257486,19.9806,6.61044
2018-01-27 07:40:00,4.402,0.188095,37.5249,8.49852
2018-01-27 07:50:00,4.11164,0.335811,29.4073,9.48057
2018-01-27 08:00:00,4.00381999999999,0.260071999999999,29.1957,13.9909
2018-01-27 08:10:00,4.62536,0.363046999999999,55.9351,13.161
2018-01-27 08:20:00,4.59505,0.234585,53.0405,17.5107
2018-01-27 08:30:00,4.3479,0.224625,42.5426,12.8495
2018-01-27 08:40:00,4.39833,0.274807,44.4711,9.94751
2018-01-27 08:50:00,4.37989,0.322819,45.1329,12.7012
2018-01-27 09:00:00,4.19775,0.326049,32.4727,8.91554
2018-01-27 09:10:00,3.57449,0.389389,16.6429,7.69716
2018-01-27 09:20:00,3.20981,0.401459,7.27353,7.8583
2018-01-27 09:30:00,3.36691,0.544575,15.8783,10.041
2018-01-27 09:40:00,3.91363,0.349121,24.5015,10.5561
2018-01-27 09:50:00,3.87135,0.243623,23.6957,5.49375
2018-01-27 10:00:00,3.98133,0.421829,26.3751,8.86132
2018-01-27 10:10:00,3.82010999999999,0.41534,23.1105,14.914
2018-01-27 10:20:00,3.52428,0.528383,13.6096,9.91287
2018-01-27 10:30:00,3.96668,0.576021,24.8323,19.3672
2018-01-27 10:40:00,4.20712,0.501609,32.0204,17.0322
2018-01-27 10:50:00,3.59331,0.527076,27.5505,11.6652
2018-01-27 11:00:00,3.79322,0.727124,19.0553,10.9414
2018-01-27 11:10:00,3.66559,0.604413,38.0517,24.5267
2018-01-27 11:20:00,4.23486,0.755576,39.4063,25.7397
